flow,avg_pkt_size,std_dev,max_pkt_size,min_pkt_size,pkt_count,avg_iat,iat_std,duration,pkt_rate,size_iqr,burstiness,label
yt.csv_370.0,939.2994011976048,553.2147077972342,1296,69,668,0.003734379760119892,0.0779411539501949,2.490831299999968,268.183557834691,1219.0,71795.52684251929,video
yt.csv_375.0,924.5111111111111,557.7876670463119,1296,69,540,0.011811705565862743,0.16553347849206834,6.366509300000018,84.81885041776323,1219.0,7180.306826818677,video
yt.csv_380.0,937.6001734605377,553.6592466076373,1296,69,1153,0.007430344791666698,0.16483675859757377,8.559757200000035,134.7000823808408,1219.0,18125.936308578996,video
yt.csv_385.0,938.0660247592847,553.2634841605335,1296,67,1454,0.004759420509291118,0.08848565310027111,6.915437999999995,210.2542167249567,1220.0,44167.152106540685,video
yt.csv_390.0,932.3065637065637,555.4860420260685,1296,67,1295,0.006041825965996885,0.1253501102719784,7.818122799999969,165.64078527904488,1220.0,27411.146078194084,video
yt.csv_395.0,931.2559899117276,556.5387158273061,1296,69,793,0.009651472095959611,0.2288513262728681,7.643965900000012,103.74195939309446,1220.0,10747.708810939675,video
yt.csv_400.0,942.7575516693164,551.7733204663017,1296,69,1258,0.0036258128878281968,0.07309234445758853,4.557646800000043,276.0196336407613,1219.0,76105.28642574858,video
yt.csv_405.0,934.9078564500485,554.9284028395214,1296,69,1031,0.0050029892233009405,0.0839856366542486,5.153078899999969,200.07456124919923,1219.0,39983.012017203684,video
yt.csv_410.0,923.747198007472,559.7011400613985,1296,69,803,0.009176352119700745,0.22775047501534088,7.359434399999998,109.11164586235054,1220.0,11889.229533660791,video
yt.csv_415.0,952.8615490061686,547.1419531483513,1296,69,1459,0.00469112373113852,0.14300114842727252,6.839658399999962,213.31474683004754,1219.0,45462.30215849142,video
yt.csv_420.0,945.1276771004942,550.3639260718564,1296,69,1214,0.005479739241549878,0.10791023116985515,6.646923700000002,182.64088092360674,1219.0,33324.13254383516,video
yt.csv_425.0,891.9681978798586,569.8272699431872,1296,67,566,0.010422728495575182,0.15098579753621652,5.888841599999978,96.11397936055916,1220.0,9220.690984167426,video
yt.csv_430.0,515.4545454545455,544.3731849587786,1296,67,22,0.006475080952381653,0.01010031150890031,0.13597670000001472,161.79242473157254,1139.5,24983.076326751525,video
hotstar.csv_0.0,867.3101104502973,630.2738968784988,1514,63,5885,0.0016973744731475185,0.012889503627033042,9.9873514,589.2453128263816,1412.0,346946.63758950675,video
hotstar.csv_5.0,961.2914352528501,630.4520028883483,1514,63,6842,0.0013538271159187253,0.01720909285180384,9.2615313,738.7547240703058,1406.0,545276.0100460101,video
hotstar.csv_10.0,1153.3475266123983,594.0132000058242,1514,66,1597,0.00612314530075188,0.0958586427475755,9.7725399,163.41708668797557,497.0,26684.06425104126,video
hotstar.csv_15.0,1175.3898305084747,577.0509738030538,1514,66,885,0.010766523642533936,0.16284757759460167,9.517606899999999,92.98555921657156,222.0,8635.7422842574,video
hotstar.csv_20.0,1338.0008723828514,463.4827500865665,1514,66,8024,0.0008452020565873115,0.009625024738950504,6.781056100000001,1183.296507457002,0.0,1398361.653987435,video
hotstar.csv_25.0,1338.2257281553398,465.0543439368235,1514,66,9476,0.0009275684960422166,0.013120210155541124,8.788711500000002,1078.2012812685907,0.0,1161143.5083832212,video
hotstar.csv_30.0,1315.6855464652822,489.0699600843777,1514,66,4767,0.0020493260805707087,0.040150543518199536,9.767088099999999,488.0676769978148,0.0,238043.92951093955,video
hotstar.csv_35.0,1330.574267782427,474.24430819194737,1514,87,3824,0.002372076301334031,0.0658905285213505,9.0684477,421.68187174967113,0.0,177694.19024269114,video
hotstar.csv_40.0,1329.0839905362775,474.9202009622853,1514,66,2536,0.002371715739644969,0.05987312577892855,6.012299399999996,421.80201471669915,0.0,177771.8281498877,video
hotstar.csv_45.0,1307.5796597061099,497.2508507237503,1514,66,2586,0.002342198839458413,0.04839356113820413,6.054583999999998,427.11439795037955,0.0,182278.34136735022,video
hotstar.csv_50.0,1289.9091924078898,514.9208897023689,1514,86,2687,0.0030667318689501116,0.0640885594794066,8.2372418,326.20142339393266,0.0,106333.09471911915,video
hotstar.csv_55.0,1318.6747413575574,485.1704019883895,1514,85,3963,0.0023434518929833417,0.052167050680785754,9.2847564,426.8286457143884,0.0,182059.03349598873,video
hotstar.csv_60.0,1317.778298570424,481.512500274784,1514,85,4267,0.0023184208626347846,0.038376890513604524,9.89038339999999,431.4291799850756,0.0,186007.28610114616,video
hotstar.csv_65.0,1313.452210274791,483.9510093288663,1514,85,3348,0.0025621804899910367,0.037856296220186804,8.5756181,390.40917645341506,0.0,152314.35241409016,video
hotstar.csv_70.0,1331.452374182542,469.44034929384753,1514,64,3517,0.0027642795790671208,0.054491696991479203,9.719206999999997,361.860797902545,0.0,130858.66638649981,video
hotstar.csv_75.0,1337.0375854214124,465.1449693440155,1514,64,3512,0.00245015434349188,0.06508189470826244,8.60249189999999,408.25379911139515,0.0,166555.72922013656,video
hotstar.csv_80.0,1342.619279819955,459.9803358913951,1514,84,2666,0.003230394521575984,0.0941566046569493,8.609001399999997,309.67587018861457,0.0,95833.50721210682,video
hotstar.csv_85.0,1332.510570402872,471.4936186525979,1514,88,2507,0.002094353391859537,0.06766598397061195,5.248449600000001,477.66487078393584,0.0,227963.87122080085,video
hotstar.csv_90.0,1318.7806255430062,484.590721101624,1514,66,2302,0.0026629627987831395,0.06088142418126299,6.127477400000004,375.68478016744683,0.0,141024.78470759964,video
hotstar.csv_95.0,1346.758631816715,453.95725457237637,1514,66,3099,0.0028257141704325383,0.07300089768739847,8.754062500000003,354.00706814693166,0.0,125236.24491285661,video
hotstar.csv_100.0,1345.2722360764756,455.64645661331576,1514,66,2406,0.002663739667359665,0.07501810051571554,6.406293899999994,375.5681580578128,0.0,140939.90593457912,video
hotstar.csv_105.0,393.1818181818182,468.52584337375765,1292,66,33,0.008324021875000032,0.016577142342232856,0.266368700000001,123.88842983428562,295.0,14881.453970267814,video
browsing.csv_0.0,990.9185527099464,540.7557290140523,1498,63,13432,0.000744509001563547,0.001076759379285937,9.9995004,1343.2671096247968,1203.0,1801812.0596901968,browsing
browsing.csv_5.0,993.0395619132767,557.4730228662651,1498,65,13422,0.0007449490574472841,0.0011803191160781423,9.9979613,1342.473690111203,1200.0,1799685.4834903723,browsing
browsing.csv_10.0,1024.4749146757679,569.4743861009281,1498,65,11720,0.0008260954176977557,0.003186280949443538,9.6810122,1210.6172121134193,1400.25,1463697.1577997708,browsing
browsing.csv_15.0,1034.7058280438546,611.5182430123389,1498,65,8665,0.0011485399815327794,0.008293476780645874,9.9509504,870.7710974019125,1405.0,757495.2688821135,browsing
browsing.csv_20.0,1014.5190118397086,644.8448138719677,1498,64,8784,0.0011177423090060344,0.00752612194227842,9.8171307,894.7624584441969,1405.0,799793.1706356612,browsing
browsing.csv_25.0,1027.3146708138931,647.1586967991708,1498,64,5787,0.0010101198928447975,0.0069960562924561345,5.844553699999999,990.1525928318532,1405.0,979263.289980427,browsing
browsing.csv_30.0,1075.0222222222221,637.4261918285808,1498,67,765,0.0011769891361256542,0.0069464580603494745,0.8992196999999997,850.7375894900881,1406.0,722194.7668279187,browsing
zoom_Call.csv_0.0,445.3235294117647,533.7661910446533,1292,71,34,0.2739962575757576,1.3192912276115056,9.0418765,3.7602813973404743,1107.25,13.723792094162816,voip
zoom_Call.csv_5.0,468.71875,541.9248391151673,1292,71,32,0.04713477741935486,0.19139296383980384,1.4611781000000006,21.900136608945882,1177.25,464.6181267809802,voip
zoom_Call.csv_60.0,484.0,520.8822831899512,1292,76,18,0.003341088235294077,0.008218581060004355,0.05679849999999931,316.90977754694615,881.5,94823.88112923673,voip
zoom_Call.csv_65.0,484.0,520.8822831899512,1292,76,18,0.003341088235294077,0.008218581060004355,0.05679849999999931,316.90977754694615,881.5,94823.88112923673,voip
zoom_Call.csv_720.0,760.7368421052631,565.3529409441392,1292,69,114,0.0012298495575218096,0.003711221015244643,0.13897299999996449,820.3032243675327,1159.0,666452.8734276266,voip
zoom_Call.csv_725.0,760.7368421052631,565.3529409441392,1292,69,114,0.0012298495575218096,0.003711221015244643,0.13897299999996449,820.3032243675327,1159.0,666452.8734276266,voip
zoom_Call.csv_765.0,511.6521739130435,556.9270075149927,1292,76,23,0.0037027272727269437,0.007823633476911743,0.08145999999999276,282.3471642524189,1190.0,76233.24922748297,voip
zoom_Call.csv_770.0,437.9428571428571,528.8919017128917,1292,71,35,0.02239356470588117,0.07796962776717563,0.7613811999999598,45.96908880860448,1034.5,2052.68954375042,voip
zoom_Call.csv_775.0,296.6666666666667,459.5005852866652,1278,71,12,0.044665445454546156,0.1259218895105841,0.4913199000000077,24.424005622405712,65.0,546.8088041001668,voip
zoom_Call.csv_785.0,540.5333333333333,540.6613485217069,1296,70,60,0.005177877966102026,0.010978520561361386,0.3054948000000195,196.40268835998575,1215.0,37923.791532746174,voip
zoom_Call.csv_790.0,540.5333333333333,540.6613485217069,1296,70,60,0.005177877966102026,0.010978520561361386,0.3054948000000195,196.40268835998575,1215.0,37923.791532746174,voip
zoom_Call.csv_830.0,401.8421052631579,478.14273358926044,1292,76,19,0.0031159166666662307,0.007484203164553975,0.056086499999992157,338.762447291285,550.5,108685.11529813086,voip
zoom_Call.csv_835.0,401.8421052631579,478.14273358926044,1292,76,19,0.0031159166666662307,0.007484203164553975,0.056086499999992157,338.762447291285,550.5,108685.11529813086,voip
zoom_Call.csv_845.0,513.6666666666666,548.9543907073912,1296,70,27,0.0056691307692325115,0.00801812306155475,0.1473974000000453,183.17826501683,1217.5,32305.827232556818,voip
zoom_Call.csv_850.0,513.6666666666666,548.9543907073912,1296,70,27,0.0056691307692325115,0.00801812306155475,0.1473974000000453,183.17826501683,1217.5,32305.827232556818,voip
zoom_Call.csv_900.0,570.8333333333334,567.0035961210338,1296,68,48,0.012944148936170716,0.0443663204606098,0.6083750000000236,78.89870556810871,1203.25,6094.847263414153,voip
zoom_Call.csv_905.0,488.4406779661017,540.8601154861304,1296,67,59,0.013230201724139017,0.04164366224545068,0.7673517000000629,76.88782079976517,1198.0,5811.098825550438,voip
zoom_Call.csv_910.0,128.9090909090909,104.30863295571902,414,67,11,0.0059924900000055455,0.006757853286765669,0.05992490000005546,183.56309313807483,35.0,30627.079237289956,voip
zoom_Call.csv_930.0,768.3708609271523,581.9347227526931,1494,63,151,0.0009766773333331003,0.003449622992435941,0.14650159999996504,1030.7054666982206,1217.0,1054238.890027589,voip
zoom_Call.csv_935.0,785.3872340425532,613.342752720668,1494,63,235,0.01877479401709409,0.21571850651536162,4.3933018000000175,53.49052050100429,1217.0,2848.908570913421,voip
zoom_Call.csv_940.0,815.9761904761905,668.6506818706129,1494,64,84,0.040620525301204614,0.3495642450422304,3.3715035999999827,24.914699779647403,1418.25,613.337377041048,voip
zoom_Call.csv_960.0,362.17391304347825,443.7384213264216,1292,72,23,0.003785136363634675,0.009639627597992103,0.08327299999996285,276.19996877751805,219.5,72950.34891779948,voip
zoom_Call.csv_965.0,800.1921921921922,585.5727751518982,1296,65,333,0.013011716867469839,0.1543547015789181,4.319889999999987,77.08529615337451,1220.0,5923.843340208077,voip
zoom_Call.csv_970.0,832.6903225806452,582.2877386530272,1296,65,310,0.004722485760517696,0.026694039096545153,1.459248099999968,212.43817278227522,1220.0,44974.8731239939,voip
zoom_Call.csv_1030.0,604.15625,584.7582411602582,1296,70,32,0.0022801548387090614,0.005748126441190869,0.0706847999999809,452.7140205533389,1215.25,198458.26020715732,voip
zoom_Call.csv_1035.0,604.15625,584.7582411602582,1296,70,32,0.0022801548387090614,0.005748126441190869,0.0706847999999809,452.7140205533389,1215.25,198458.26020715732,voip
zoom_Call.csv_1105.0,488.8333333333333,536.8354629546322,1296,71,36,0.010953691428572452,0.02167027554459093,0.3833792000000358,93.90180792279978,1217.0,8571.835047574361,voip
zoom_Call.csv_1110.0,586.780487804878,568.303946502007,1296,71,41,0.13344287250000092,0.47942841314933304,5.337714900000037,7.681189566718843,1217.0,57.56120099646232,voip
whatsapp.csv_5.0,489.1304347826087,536.8047981383436,1292,66,23,0.012060600000000027,0.040482127976205824,0.2653332000000006,86.6834606449549,1043.0,7186.729840564661,chat
whatsapp.csv_10.0,513.5833333333334,535.9447745975697,1296,66,48,0.12941929574468083,0.8161985234018381,6.0827069,7.891223560352711,1082.25,60.97361712045879,chat
whatsapp.csv_15.0,501.6296296296296,538.3297636885169,1296,70,27,0.29681924615384614,1.4615913712839157,7.717300399999999,3.4986327602330993,1069.0,11.787042176427914,chat
whatsapp.csv_20.0,527.7948717948718,542.2905212583876,1296,70,39,0.14538225000000007,0.5427348673276658,5.524525500000003,7.0594298098542545,1194.5,48.55738064635541,chat
whatsapp.csv_25.0,416.7162162162162,494.92607778652973,1296,68,74,0.1088786424657534,0.43475759147649484,7.9481408999999985,9.310353317968987,786.0,85.51050597817155,chat
whatsapp.csv_30.0,280.94594594594594,400.7727914047189,1288,68,37,0.11405767777777776,0.3782305046043565,4.106076399999999,9.011035449803128,141.0,79.00350613707327,chat
whatsapp.csv_45.0,215.9090909090909,366.54671040549647,1272,70,11,0.6219945799999997,1.2737327945865728,6.219945799999998,1.7685041564188555,12.0,2.8432744753891277,chat
whatsapp.csv_50.0,397.44827586206895,501.36368224266226,1296,68,29,0.1313509035714284,0.5012957940776714,3.677825299999995,7.885094487767007,378.0,60.030302366186405,chat
whatsapp.csv_55.0,463.84313725490193,514.2137443728637,1296,68,51,0.11977402400000002,0.8234546502048063,5.988701200000001,8.51603683282779,911.5,71.10027239758924,chat
whatsapp.csv_60.0,472.719512195122,525.9327346181915,1296,68,82,0.10575952839506178,0.5377097074907359,8.566521800000004,9.57214630563363,1158.25,90.50773904870711,chat
whatsapp.csv_65.0,461.6233766233766,526.9216470006922,1296,68,77,0.10497999868421067,0.40498401033528353,7.978479900000011,9.6509612062819,1164.0,91.93055245466456,chat
whatsapp.csv_70.0,405.0238095238095,492.7634611936772,1274,71,42,0.1686498999999999,0.5481910505796903,6.9146458999999965,6.074063749236967,730.0,36.01560234328409,chat
whatsapp.csv_75.0,341.73333333333335,450.50798403375813,1274,70,30,0.2746431034482756,0.7255839531059717,7.964649999999992,3.766643857545533,323.75,13.71463581505552,chat
whatsapp.csv_85.0,401.6842105263158,478.2411122054531,1292,76,19,0.0028490444444449915,0.0069938005105553425,0.05128280000000984,370.4945907789035,550.5,129996.07479842386,chat
whatsapp.csv_90.0,396.30555555555554,481.9577823505436,1292,76,36,0.09455715142857173,0.38739751816919926,3.3095003000000105,10.877775113058574,501.25,115.03794171859985,chat
whatsapp.csv_95.0,374.94444444444446,490.1372523526353,1288,76,18,0.38247921764705867,1.3134936241550603,6.502146699999997,2.7683165007642794,314.25,7.237803088992172,chat
whatsapp.csv_135.0,527.625,557.8428354225391,1292,70,32,0.010001829032257737,0.04406160117827359,0.31005669999998986,103.20692957127211,1170.25,10317.774025572573,chat
whatsapp.csv_140.0,527.625,557.8428354225391,1292,70,32,0.010001829032257737,0.04406160117827359,0.31005669999998986,103.20692957127211,1170.25,10317.774025572573,chat
whatsapp.csv_150.0,425.8666666666667,463.2014333053082,1292,65,30,0.04963766206896515,0.2519923991649383,1.4394921999999895,20.84068256847812,583.75,419.8477900053642,chat
whatsapp.csv_155.0,416.719298245614,473.4988593433977,1292,65,57,0.1365154089285713,0.5040452300414544,7.644862899999993,7.455987209397837,585.0,54.61605141766504,chat
